업종명,업소명,소재지(도로명),소재지(지번),영업자시작일,업태명
일반음식점,원보리골,"서울특별시 동대문구 장한로 35 (장안동,(장한로 35))",서울특별시 동대문구 장안동 430-5 (장한로 35) ,2010-03-10,한식
일반음식점,굴마을,서울특별시 동대문구 장한로2길 52 (장안동),서울특별시 동대문구 장안동 465-6 ,2001-10-24,한식
일반음식점,아비꼬경희대점,"서울특별시 동대문구 경희대로3길 5, 1층 (회기동)",서울특별시 동대문구 회기동 42-81 1층 ,2016-04-14,한식
일반음식점,신식당,"서울특별시 동대문구 회기로13길 6, 1층 (회기동)",서울특별시 동대문구 회기동 60-59 ,2022-04-08,한식
일반음식점,회기족발,서울특별시 동대문구 회기로 158 (회기동),서울특별시 동대문구 회기동 45-52 ,2018-01-10,한식
일반음식점,청춘싸롱,"서울특별시 동대문구 망우로16길 5 (휘경동,(휘경중길 3))",서울특별시 동대문구 휘경동 276-48 (휘경중길 3) ,1989-06-19,한식
일반음식점,본죽,"서울특별시 동대문구 망우로21가길 4, 1층 (휘경동)",서울특별시 동대문구 휘경동 253-5 1층 ,2012-08-14,한식
일반음식점,도란도란곱창,서울특별시 동대문구 휘경로2길 5-7 (이문동),서울특별시 동대문구 이문동 305-71 ,2008-01-22,한식
일반음식점,청일식당,"서울특별시 동대문구 왕산로43길 50-5 (청량리동,(청량2길 32-14))",서울특별시 동대문구 청량리동 55-32 (청량2길 32-14) ,1989-12-20,한식
일반음식점,일월성,"서울특별시 동대문구 한천로4길 12, 2층 (장안동)",서울특별시 동대문구 장안동 412-1 ,2020-02-25,중국식
일반음식점,신용궁,"서울특별시 동대문구 한천로14길 28 (장안동,(장일중앙길 16))",서울특별시 동대문구 장안동 195-7 (장일중앙길 16) ,2011-05-20,중국식
일반음식점,현대반점,"서울특별시 동대문구 이문로1길 21, 상가동 2층 201호 (회기동, 청량리신현대아파트)",서울특별시 동대문구 회기동 65 청량리신현대아파트 ,2021-03-30,중국식
일반음식점,청학동,"서울특별시 동대문구 천호대로25길 81, 용두랜드마크타워 1층 101,102호 (용두동)",서울특별시 동대문구 용두동 100-1 랜드마크타워1 ,1999-06-14,경양식
일반음식점,행운돈까스 지기,서울특별시 동대문구 장한로 173 (장안동),서울특별시 동대문구 장안동 304-1 ,2022-08-05,경양식
일반음식점,또와주오,"서울특별시 동대문구 휘경로14길 15-1, 1층 (휘경동)",서울특별시 동대문구 휘경동 163-9 1층 ,2003-03-19,한식
일반음식점,이대감,"서울특별시 동대문구 하정로3길 16 (신설동,(신설2길 1))",서울특별시 동대문구 신설동 98-14 (신설2길 1) ,2000-03-22,한식
일반음식점,보리밥손칼국수,"서울특별시 동대문구 하정로 18 (신설동,(새말길22))",서울특별시 동대문구 신설동 94-55 (새말길22) ,2011-04-04,분식
일반음식점,매콤돈가스 칡불냉면,서울특별시 동대문구 천호대로 10 (신설동),서울특별시 동대문구 신설동 103-3 ,2015-09-14,분식
일반음식점,쏘스치킨타운신설2점,"서울특별시 동대문구 하정로 42 (신설동,(등기소길10))",서울특별시 동대문구 신설동 92-12 (등기소길10) ,1989-02-20,통닭(치킨)
일반음식점,모모치킨,"서울특별시 동대문구 왕산로 175, 1층 (제기동)",서울특별시 동대문구 제기동 635-21 ,1999-12-09,호프/통닭
일반음식점,김밥천국,"서울특별시 동대문구 전농로 152, 1층 (전농동)",서울특별시 동대문구 전농동 60-33 (전농로152) ,2014-07-09,분식
일반음식점,그린원통술,서울특별시 동대문구 전농로29길 102-2 (전농동),서울특별시 동대문구 전농동 204-196 ,2012-03-22,호프/통닭
일반음식점,멕시칸마베큐치킨,"서울특별시 동대문구 한천로 136 (장안동,(한천로136))",서울특별시 동대문구 장안동 139-29 (한천로136) ,1997-11-14,통닭(치킨)
일반음식점,장안닭한마리,서울특별시 동대문구 천호대로85길 7 (장안동),서울특별시 동대문구 장안동 433-22 ,2020-02-26,한식
일반음식점,투다리,,서울특별시 동대문구 회기동 76-1 (회기로 174) ,1990-10-19,정종/대포집/소주방
일반음식점,신국민닭발,"서울특별시 동대문구 망우로16길 15, 1층 (휘경동)",서울특별시 동대문구 휘경동 276-33 ,2020-08-05,호프/통닭
일반음식점,회기호프,"서울특별시 동대문구 회기로 194, 지하1층 (휘경동)",서울특별시 동대문구 휘경동 319-1 ,1993-02-19,호프/통닭
일반음식점,진미식당,,서울특별시 동대문구 이문동 305-84 ,2002-08-30,한식
일반음식점,제주육돈가,"서울특별시 동대문구 장한로2길 41, 1층 (장안동)",서울특별시 동대문구 장안동 459-3 ,2021-05-21,한식
일반음식점,하루,"서울특별시 동대문구 왕산로2길 27 (신설동,(신설길15))",서울특별시 동대문구 신설동 97-22 (신설길15) ,2010-06-17,한식
일반음식점,임오네쭈꾸미,,서울특별시 동대문구 용두동 119-4 (용두북길4) ,2011-06-27,한식
일반음식점,풍년식당,"서울특별시 동대문구 답십리로50길 6 (답십리동,(답십리길164-1))",서울특별시 동대문구 답십리동 53-24 (답십리길164-1) ,2022-06-08,한식
일반음식점,그남자의돼지갈비,"서울특별시 동대문구 사가정로 238, 1층 (장안동)",서울특별시 동대문구 장안동 286-7 1층 ,2019-11-07,한식
일반음식점,장안회관,서울특별시 동대문구 천호대로85길 10 (장안동),서울특별시 동대문구 장안동 463-3 ,2018-11-19,식육(숯불구이)
일반음식점,부산갈매기,"서울특별시 동대문구 천호대로85길 26-6 (장안동,(장평1길7-11))",서울특별시 동대문구 장안동 463-7 (장평1길7-11) ,2016-05-27,한식
일반음식점,감악산생소금구이,"서울특별시 동대문구 답십리로 252 (장안동,(답십리길252))",서울특별시 동대문구 장안동 143-40 (답십리길252) ,2021-02-26,한식
일반음식점,홍탁집,"서울특별시 동대문구 장한로 69 (장안동,(장한로69))",서울특별시 동대문구 장안동 375-3 (장한로69) ,2021-04-19,한식
일반음식점,친구사이,"서울특별시 동대문구 한천로10길 40, 1층 (장안동)",서울특별시 동대문구 장안동 216-32 1층 ,2013-08-23,한식
일반음식점,압구정포장마차,서울특별시 동대문구 홍릉로 27-1 (청량리동),서울특별시 동대문구 청량리동 696 ,2000-05-31,한식
일반음식점,정화네뼈우거지탕,"서울특별시 동대문구 홍릉로 27, 1층 (청량리동)",서울특별시 동대문구 청량리동 704 1층 ,2019-11-28,한식
일반음식점,옛날칼국수,서울특별시 동대문구 이문로 187 (이문동),서울특별시 동대문구 이문동 256-24 ,1995-01-06,한식
일반음식점,돼지왕,서울특별시 동대문구 휘경로2길 5-4 (이문동),서울특별시 동대문구 이문동 305-75 ,1998-05-20,한식
일반음식점,계절밥상,"서울특별시 동대문구 신이문로 27-7, 1층 (이문동)",서울특별시 동대문구 이문동 237-153 ,2016-06-09,한식
일반음식점,와우한식당,"서울특별시 동대문구 황물로 103 (답십리동,(황물길 146))",서울특별시 동대문구 답십리동 483-39 (황물길 146) ,1999-04-01,한식
일반음식점,홍반장,"서울특별시 동대문구 무학로 78, 1층 (용두동)",서울특별시 동대문구 용두동 129-98 ,2011-02-15,중국식
일반음식점,동순루,"서울특별시 동대문구 왕산로 190 (전농동,(왕산로 326-1))",서울특별시 동대문구 전농동 620-10 (왕산로 326-1) ,2005-01-05,중국식
일반음식점,황금성,서울특별시 동대문구 장한로34길 9 (장안동),서울특별시 동대문구 장안동 312-13 ,2012-02-16,중국식
일반음식점,만성,"서울특별시 동대문구 답십리로 241 (장안동,(답십리길241))",서울특별시 동대문구 장안동 141-24 (답십리길241) ,1990-07-23,중국식
일반음식점,따봉돈까스,"서울특별시 동대문구 답십리로65길 96 (장안동,(장안안길76))",서울특별시 동대문구 장안동 288-38 (장안안길76) ,1998-12-19,경양식
일반음식점,아리랑동가스,서울특별시 동대문구 이문로28길 13 (이문동),서울특별시 동대문구 이문동 288-44 ,2004-02-23,경양식
일반음식점,세계로 식당,서울특별시 동대문구 이문로28길 15 (이문동),서울특별시 동대문구 이문동 288-43 ,2020-02-20,호프/통닭
일반음식점,서종냉면 경희대점,"서울특별시 동대문구 경희대로3길 10, 1층 (회기동)",서울특별시 동대문구 회기동 42-8 1층 ,2018-05-09,한식
일반음식점,어흥,서울특별시 동대문구 천호대로 8 (신설동),서울특별시 동대문구 신설동 103-1 ,2021-05-21,분식
일반음식점,그린호프,,서울특별시 동대문구 용두동 100-5 ,2007-04-20,호프/통닭
일반음식점,장미식당,,서울특별시 동대문구 용두동 11-24 ,1996-06-21,한식
일반음식점,가도,"서울특별시 동대문구 왕산로28길 35, 1층 (용두동)",서울특별시 동대문구 용두동 27-1 ,2017-11-07,일식
일반음식점,열정포장마차,"서울특별시 동대문구 약령시로 100, 1층 (제기동)",서울특별시 동대문구 제기동 591-5 ,2008-08-28,호프/통닭
일반음식점,호프 은하수,"서울특별시 동대문구 약령시로17길 3, 1층 (제기동)",서울특별시 동대문구 제기동 345-29 ,2008-02-04,호프/통닭
일반음식점,라선생돈까스,서울특별시 동대문구 전농로 210-1 (전농동),서울특별시 동대문구 전농동 103-531 ,2016-03-29,분식
일반음식점,실비식당,"서울특별시 동대문구 전농로 23 (답십리동,(전농로25))",서울특별시 동대문구 답십리동 487-20 (전농로25) ,1990-11-22,분식
일반음식점,카커두둘,"서울특별시 동대문구 답십리로 165 (답십리동,(답십리길165))",서울특별시 동대문구 답십리동 66-45 (답십리길165) ,1990-03-05,분식
일반음식점,회뜰날,"서울특별시 동대문구 황물로 54 (답십리동,(황물길205))",서울특별시 동대문구 답십리동 542-4 (황물길205) ,2021-04-16,통닭(치킨)
일반음식점,유황오리구이전문점,"서울특별시 동대문구 한천로36길 16 (장안동,(은천길29))",서울특별시 동대문구 장안동 127-7 (은천길29) ,2003-08-05,한식
일반음식점,돈태자,"서울특별시 동대문구 한천로24길 10, 1층 (장안동)",서울특별시 동대문구 장안동 163-26 ,2003-05-30,호프/통닭
일반음식점,으뜸호프,"서울특별시 동대문구 장한로14길 8, 1층 (장안동)",서울특별시 동대문구 장안동 361-2 ,2021-12-14,호프/통닭
일반음식점,친구,"서울특별시 동대문구 왕산로 191-1 (청량리동,(왕산로 329-1))",서울특별시 동대문구 청량리동 753 (왕산로 329-1) ,2008-02-26,분식
일반음식점,외대철판마을,"서울특별시 동대문구 이문로28길 10, 1층 (이문동)",서울특별시 동대문구 이문동 287-48 ,2016-10-31,한식
일반음식점,미스사이공외대점,"서울특별시 동대문구 휘경로2길 36, 1층 (이문동)",서울특별시 동대문구 이문동 325-12 ,2017-07-11,호프/통닭
일반음식점,코코,"서울특별시 동대문구 휘경로 6-9, 1층 (이문동)",서울특별시 동대문구 이문동 288-45 ,2020-12-07,경양식
일반음식점,(주)메이크샐러드,"서울특별시 동대문구 휘경로2길 16, 1층 (이문동)",서울특별시 동대문구 이문동 287-39 ,2017-02-07,한식
일반음식점,만선,"서울특별시 동대문구 약령시로 112, 1층 (제기동)",서울특별시 동대문구 제기동 515 ,2015-03-10,호프/통닭
일반음식점,보신옥,서울특별시 동대문구 홍릉로5길 13 (제기동),서울특별시 동대문구 제기동 466-0 ,1994-12-15,한식
일반음식점,고흥식당,"서울특별시 동대문구 무학로36길 14 (용두동,(용두북길8))",서울특별시 동대문구 용두동 112-31 (용두북길8) ,2003-09-04,한식
일반음식점,돌솥밥기사식당,"서울특별시 동대문구 정릉천동로 149 (제기동,(방아다리길 105))",서울특별시 동대문구 제기동 1159-0 (방아다리길 105) ,2006-02-27,한식
일반음식점,서울식당,"서울특별시 동대문구 안암로 162 (제기동,(안암로 162))",서울특별시 동대문구 제기동 137-16 (안암로 162) ,1993-02-08,한식
일반음식점,석거리홍어,"서울특별시 동대문구 장한로27길 8 (장안동,(한울길 6))",서울특별시 동대문구 장안동 306-5 (한울길 6) ,2015-03-13,일식
일반음식점,구가설렁탕,"서울특별시 동대문구 한천로36길 14, 1층 (장안동)",서울특별시 동대문구 장안동 127-9 1층 ,2016-06-28,한식
일반음식점,제주흑돼지알토란쌈밥,"서울특별시 동대문구 한천로14길 69 (장안동,(장일중앙길 39))",서울특별시 동대문구 장안동 377-5 (장일중앙길 39) ,2019-08-16,한식
일반음식점,라황상,"서울특별시 동대문구 경희대로3길 13, 1층 (회기동)",서울특별시 동대문구 회기동 42-53 1층 ,2021-12-21,한식
일반음식점,안씨네원조쭈꾸미,서울특별시 동대문구 이문로 17-26 (회기동),서울특별시 동대문구 회기동 75 ,2017-08-24,한식
일반음식점,거복이 식당,"서울특별시 동대문구 경희대로3길 6, 1층 (회기동)",서울특별시 동대문구 회기동 42-6 1층 ,2021-11-19,패스트푸드
