업종명,인허가일자,업소명,소재지(도로명),소재지(지번),건물내부면적,업태명
일반음식점,1993-11-23,돈뚜껑,"서울특별시 중랑구 용마산로115길 4 (망우동, 1층)",서울특별시 중랑구 망우동 486-5 ,47,한식
일반음식점,1993-12-18,어깨동무,"서울특별시 중랑구 사가정로51길 44, 1층 (면목동)",서울특별시 중랑구 면목동 498-8 ,14,한식
일반음식점,1993-12-20,최고집메밀촌,서울특별시 중랑구 동일로123길 5 (중화동),서울특별시 중랑구 중화동 296-1 ,25.84,한식
일반음식점,1993-04-28,보양식당,서울특별시 중랑구 용마산로115길 27 (망우동),서울특별시 중랑구 망우동 469-24 ,29.72,한식
일반음식점,1993-03-15,너랑나랑,서울특별시 중랑구 면목로 391 (면목동),서울특별시 중랑구 면목동 115-22 ,28.52,까페
일반음식점,1993-05-06,이디야커피 용마산역점,서울특별시 중랑구 면목로 254-1 (면목동),서울특별시 중랑구 면목동 371-138 ,81.48,한식
일반음식점,1993-06-21,바다회집,서울특별시 중랑구 중랑역로 219-1 (묵동),서울특별시 중랑구 묵동 237-102 ,140.19,횟집
일반음식점,1993-03-10,또바기 참숯호프주점,서울특별시 중랑구 중랑역로 28 (중화동),서울특별시 중랑구 중화동 298-38 ,24.91,통닭(치킨)
일반음식점,1993-05-12,광산식당,서울특별시 중랑구 봉우재로 219 (망우동),서울특별시 중랑구 망우동 513-41 ,41.06,한식
일반음식점,1993-03-26,푸른초원,서울특별시 중랑구 동일로163길 22 (묵동),서울특별시 중랑구 묵동 238-122 ,61.5,한식
일반음식점,1993-05-06,연평도,서울특별시 중랑구 상봉로 90 (망우동),서울특별시 중랑구 망우동 517-47 ,144.9,한식
일반음식점,1993-10-26,쌍용각,서울특별시 중랑구 면목로56길 26 (면목동),서울특별시 중랑구 면목동 428-43 ,44.82,중국식
일반음식점,1993-11-27,경보장,서울특별시 중랑구 용마산로96길 15 (망우동),서울특별시 중랑구 망우동 441-24 ,63,중국식
일반음식점,1993-09-17,두리호프,서울특별시 중랑구 중랑역로 38 (중화동),서울특별시 중랑구 중화동 300-40 ,33,정종/대포집/소주방
일반음식점,1993-07-02,꿀삼겹 본점,서울특별시 중랑구 봉우재로 139 (상봉동),서울특별시 중랑구 상봉동 106-5 ,119.77,한식
일반음식점,1993-07-21,불타는곱창&막창,"서울특별시 중랑구 공릉로2길 14, 1층 (묵동)",서울특별시 중랑구 묵동 177-19 ,26.38,분식
일반음식점,1993-08-21,유경네맛집,서울특별시 중랑구 중랑역로 232 (묵동),서울특별시 중랑구 묵동 234-12 ,23.04,한식
일반음식점,1993-09-01,"황소곱창전골,파전",서울특별시 중랑구 중랑천로10길 60 (면목동),서울특별시 중랑구 면목동 185-18 ,19.43,정종/대포집/소주방
일반음식점,1993-09-27,고향만두칼국수,서울특별시 중랑구 중랑역로 75 (중화동),서울특별시 중랑구 중화동 312-25 ,63.54,분식
일반음식점,1993-11-01,윤반장,"서울특별시 중랑구 면목로55길 15, 1층 (면목동)",서울특별시 중랑구 면목동 499-12 ,39.32,한식
일반음식점,1993-12-03,어선생,서울특별시 중랑구 용마산로115길 73 (망우동),서울특별시 중랑구 망우동 491-35 ,21.7,중국식
일반음식점,1993-12-18,청춘쪽갈비,서울특별시 중랑구 동일로139길 25 (중화동),서울특별시 중랑구 중화동 306-55 ,96.35,한식
일반음식점,1993-12-24,다락방,서울특별시 중랑구 용마산로115길 60 (망우동),서울특별시 중랑구 망우동 490-26 ,15.22,호프/통닭
일반음식점,1993-03-30,만나분식,서울특별시 중랑구 동일로143길 12 (묵동),서울특별시 중랑구 묵동 250-46 ,21.54,한식
일반음식점,1993-05-17,꼬꼬바베큐치킨,서울특별시 중랑구 동일로163길 22 (묵동),서울특별시 중랑구 묵동 238-122 ,38.74,통닭(치킨)
일반음식점,1993-05-21,여기가좋겠네,서울특별시 중랑구 중랑천로10길 40 (면목동),서울특별시 중랑구 면목동 185-137 ,25.53,분식
일반음식점,1993-03-02,김밥천국,서울특별시 중랑구 망우로32길 28 (상봉동),서울특별시 중랑구 상봉동 130-22 ,13.95,한식
일반음식점,1993-02-15,웰덤치킨,서울특별시 중랑구 겸재로54길 53 (면목동),서울특별시 중랑구 면목동 69-36 ,32.05,통닭(치킨)
일반음식점,1993-04-21,혜성분식,서울특별시 중랑구 상봉로11길 6 (면목동),서울특별시 중랑구 면목동 87-14 ,16.07,분식
일반음식점,1993-07-08,장수식당,서울특별시 중랑구 동일로 645 (면목동),서울특별시 중랑구 면목동 179-23 ,19.54,한식
일반음식점,1993-06-30,고바우식당,서울특별시 중랑구 동일로139길 34 (중화동),서울특별시 중랑구 중화동 308-30 ,26.27,한식
일반음식점,1993-09-17,치어스,서울특별시 중랑구 면목로45길 11 (면목동),서울특별시 중랑구 면목동 601-2 ,61.57,호프/통닭
일반음식점,1993-05-25,정카페,"서울특별시 중랑구 망우로 216-10, 1층 (상봉동)",서울특별시 중랑구 상봉동 129-71 ,33,까페
일반음식점,1994-01-12,망우찜쌈밥 본점,서울특별시 중랑구 용마공원로2길 8 (망우동),서울특별시 중랑구 망우동 410-2 ,124.56,한식
일반음식점,1994-03-09,치킨욜로강정,서울특별시 중랑구 동일로 607 (면목동),서울특별시 중랑구 면목동 172-1 ,22.11,호프/통닭
일반음식점,1994-03-30,지리산식당,서울특별시 중랑구 용마산로 460 (망우동),서울특별시 중랑구 망우동 444-35 ,37,한식
일반음식점,1994-06-15,경원식당,서울특별시 중랑구 면목천로 175 (면목동),서울특별시 중랑구 면목동 131-5 ,19.36,한식
일반음식점,1994-07-11,성지소곱창,서울특별시 중랑구 상봉로 40 (면목동),서울특별시 중랑구 면목동 23-12 ,26.59,정종/대포집/소주방
일반음식점,1994-07-15,사가정골목해장국,"서울특별시 중랑구 사가정로52길 3-4, 1층 (면목동)",서울특별시 중랑구 면목동 634-18 ,73.99,한식
일반음식점,1994-07-19,오렌지,"서울특별시 중랑구 면목로 205 (면목동, 1층)",서울특별시 중랑구 면목동 398-27 ,20.74,호프/통닭
일반음식점,1994-09-16,도깨비,서울특별시 중랑구 봉우재로43길 32 (상봉동),서울특별시 중랑구 상봉동 88-95 ,39,호프/통닭
일반음식점,1994-10-28,참치애난,서울특별시 중랑구 중랑천로12길 42 (상봉동),서울특별시 중랑구 상봉동 130-71 ,46.34,일식
일반음식점,1994-11-17,노랑통닭(면목점),서울특별시 중랑구 사가정로51길 35 (면목동),서울특별시 중랑구 면목동 595-53 ,70.49,정종/대포집/소주방
일반음식점,1994-11-28,수동식당,서울특별시 중랑구 망우로 258 (상봉동),서울특별시 중랑구 상봉동 118-15 ,41.9,기타
일반음식점,1994-12-05,동창야채닭갈비,서울특별시 중랑구 중랑역로 81 (중화동),서울특별시 중랑구 중화동 312-19 ,58.96,한식
일반음식점,1994-12-09,할매보쌈,서울특별시 중랑구 면목로 352 (면목동),서울특별시 중랑구 면목동 458-1 ,105.68,한식
일반음식점,1994-12-14,옛터식당,서울특별시 중랑구 중랑천로10길 63-3 (상봉동),서울특별시 중랑구 상봉동 130-159 ,70.15,한식
일반음식점,1994-04-19,명신반점,서울특별시 중랑구 용마산로139가길 4 (신내동),서울특별시 중랑구 신내동 344-12 ,52.56,중국식
일반음식점,1994-08-31,남선반점,서울특별시 중랑구 중랑역로 145 (묵동),서울특별시 중랑구 묵동 249-111 ,98.5,중국식
일반음식점,1994-01-29,성문돈까스,서울특별시 중랑구 면목로33길 54 (면목동),서울특별시 중랑구 면목동 341-49 ,25.17,경양식
일반음식점,1994-04-07,맹돌이생선구이쌈밥,"서울특별시 중랑구 용마산로115길 59, 2층 (망우동)",서울특별시 중랑구 망우동 491-39 2층 ,88.8,한식
일반음식점,1994-04-12,굴뚝삼겹살,서울특별시 중랑구 중랑천로12길 41 (상봉동),서울특별시 중랑구 상봉동 130-108 ,53.81,한식
일반음식점,1994-05-21,석원,서울특별시 중랑구 봉우재로 44-1 (면목동),서울특별시 중랑구 면목동 180-33 ,61.69,한식
일반음식점,1994-10-20,골뱅이,서울특별시 중랑구 망우로30길 8 (상봉동),서울특별시 중랑구 상봉동 136-50 ,25.56,분식
일반음식점,1994-01-12,맑은샘,서울특별시 중랑구 용마산로99길 13 (망우동),서울특별시 중랑구 망우동 530-1 ,21.76,분식
일반음식점,1994-02-03,서산농장,서울특별시 중랑구 중랑역로 200-1 (묵동),서울특별시 중랑구 묵동 239-132 ,48.06,한식
일반음식점,1994-02-28,봉명동내커피 서울 중랑점,"서울특별시 중랑구 봉우재로 141 (상봉동,, 86)","서울특별시 중랑구 상봉동 105-85 , 86 ",29.75,기타
일반음식점,1994-03-08,손칼국수,서울특별시 중랑구 용마산로115길 77 (망우동),서울특별시 중랑구 망우동 491-34 ,22.5,한식
일반음식점,1994-03-15,삼덕포횟집,서울특별시 중랑구 용마산로116길 51 (망우동),서울특별시 중랑구 망우동 202-13 ,25.08,일식
일반음식점,1994-03-25,교촌치킨 사가정역점,"서울특별시 중랑구 면목로45길 3-4, 지~2층 (면목동)",서울특별시 중랑구 면목동 496-14 ,192.48,통닭(치킨)
일반음식점,1994-04-01,미례김밥,"서울특별시 중랑구 상봉로 7 (면목동,외 1필지 109호)",서울특별시 중랑구 면목동 68-2 외 1필지 109호 ,27,한식
일반음식점,1994-04-15,가문 왕십리 곱창막창,서울특별시 중랑구 중랑역로 179 (묵동),서울특별시 중랑구 묵동 243-4 ,31.44,정종/대포집/소주방
일반음식점,1994-05-03,꼬끼용,서울특별시 중랑구 동일로123길 70 (중화동),서울특별시 중랑구 중화동 315-30 ,22.01,분식
일반음식점,1994-05-16,명륜진사갈비(면목점),서울특별시 중랑구 겸재로 126 (면목동),서울특별시 중랑구 면목동 150-1 ,111.4,통닭(치킨)
일반음식점,1994-06-24,망우돌곱창,서울특별시 중랑구 용마산로115길 59 (망우동),서울특별시 중랑구 망우동 491-39 ,21.34,정종/대포집/소주방
일반음식점,1994-06-27,주랑포차,서울특별시 중랑구 겸재로40길 75 (면목동),서울특별시 중랑구 면목동 502-25 ,22.12,한식
일반음식점,1994-08-18,라무야끼,서울특별시 중랑구 봉우재로43길 6 (상봉동),서울특별시 중랑구 상봉동 85-37 ,24.49,정종/대포집/소주방
일반음식점,1994-08-19,내고향식당,서울특별시 중랑구 용마산로118길 19 (망우동),서울특별시 중랑구 망우동 356-27 ,26.25,한식
일반음식점,1994-09-05,춘천닭갈비,서울특별시 중랑구 중랑역로 79 (중화동),서울특별시 중랑구 중화동 312-20 ,48.84,한식
일반음식점,1994-10-11,낭만맥주,"서울특별시 중랑구 용마산로 405, LG카센타 1층 (면목동)",서울특별시 중랑구 면목동 50-47 LG카센타 ,57.12,한식
일반음식점,1994-10-20,소문난순대,서울특별시 중랑구 동일로143길 49 (중화동),서울특별시 중랑구 중화동 309-96 ,26.22,분식
일반음식점,1994-11-04,또와분식,서울특별시 중랑구 망우로71길 20 (망우동),서울특별시 중랑구 망우동 341-26 ,20.46,분식
일반음식점,1994-12-01,소육옥,서울특별시 중랑구 면목로 402 (면목동),서울특별시 중랑구 면목동 359-1 ,28.42,한식
일반음식점,1994-12-08,태능칼국수,"서울특별시 중랑구 동일로129길 9, 1층 (중화동)",서울특별시 중랑구 중화동 301-85 ,51.29,분식
일반음식점,1995-03-28,참조은바다,"서울특별시 중랑구 상봉로 100 (망우동,, 43)","서울특별시 중랑구 망우동 516-42 , 43 ",19.32,횟집
일반음식점,1995-04-13,유정식당,서울특별시 중랑구 중랑천로 43-1 (면목동),서울특별시 중랑구 면목동 190-103 ,26.95,한식
일반음식점,1995-06-20,민속식당,서울특별시 중랑구 면목천로6길 21 (면목동),서울특별시 중랑구 면목동 673-20 ,35.31,한식
일반음식점,1995-06-30,성진삼계탕,"서울특별시 중랑구 중랑천로12길 7-3 (상봉동,외 1필지)",서울특별시 중랑구 상봉동 136-15 외 1필지 ,61.93,한식
일반음식점,1995-07-07,초원가든,서울특별시 중랑구 망우로48길 16 (상봉동),서울특별시 중랑구 상봉동 102-11 ,68.4,한식
일반음식점,1995-07-08,인생건어물(사가정점),"서울특별시 중랑구 사가정로51길 14, 지상1층 (면목동)",서울특별시 중랑구 면목동 496-22 지상1층 ,66,한식
일반음식점,1995-08-09,이화김치찌개전문점,서울특별시 중랑구 중랑천로 188 (중화동),서울특별시 중랑구 중화동 330-81 ,40.8,호프/통닭
일반음식점,1995-08-16,왕십리곱창,서울특별시 중랑구 사가정로51길 21 (면목동),서울특별시 중랑구 면목동 596-4 ,29.4,정종/대포집/소주방
일반음식점,1995-08-22,꾸꾸가문 남원추어탕,서울특별시 중랑구 용마산로 452 (망우동),서울특별시 중랑구 망우동 442-37 ,125.6,한식
일반음식점,1995-09-21,다락원,서울특별시 중랑구 동일로101길 38 (면목동),서울특별시 중랑구 면목동 181-25 ,47.87,한식
일반음식점,1995-10-13,잣길삼계탕,서울특별시 중랑구 면목로91길 37 (상봉동),서울특별시 중랑구 상봉동 111-43 ,47.57,한식
일반음식점,1995-10-20,동강,서울특별시 중랑구 중랑역로 92 (중화동),서울특별시 중랑구 중화동 306-45 ,29.04,한식
일반음식점,1995-11-13,정선식당,서울특별시 중랑구 봉우재로58길 6 (망우동),서울특별시 중랑구 망우동 517-2 ,41.32,한식
일반음식점,1995-12-27,오리촌유황오리주물럭,"서울특별시 중랑구 중랑천로 62 (면목동,1층)",서울특별시 중랑구 면목동 186-69 1층 ,76.62,한식
일반음식점,1995-07-26,정원반점,"서울특별시 중랑구 망우로36길 36, 1층 (상봉동)",서울특별시 중랑구 상봉동 127-13 ,25.32,중국식
일반음식점,1995-10-16,내가쏜다,서울특별시 중랑구 중랑역로 60 (중화동),서울특별시 중랑구 중화동 302-73 ,88.92,호프/통닭
일반음식점,1995-07-28,용호식당,서울특별시 중랑구 중랑역로 44-1 (중화동),서울특별시 중랑구 중화동 300-45 ,30.31,횟집
일반음식점,1995-01-10,봉화골생고기,서울특별시 중랑구 봉화산로 87 (중화동),서울특별시 중랑구 중화동 94-6 ,31.05,한식
일반음식점,1995-01-24,올레,서울특별시 중랑구 망우로 382-1 (망우동),서울특별시 중랑구 망우동 563-7 ,54.28,호프/통닭
일반음식점,1995-03-20,매화,서울특별시 중랑구 겸재로 220 (면목동),서울특별시 중랑구 면목동 72-26 ,24.48,까페
일반음식점,1995-03-21,써니호프,서울특별시 중랑구 면목로 402 (면목동),서울특별시 중랑구 면목동 359-1 ,20.44,호프/통닭
일반음식점,1995-04-11,용용 떡볶이,서울특별시 중랑구 면목로28길 17 (면목동),서울특별시 중랑구 면목동 371-70 ,13.16,패스트푸드
