업종명,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명
휴게음식점,배떡 응암점,"서울특별시 은평구 응암로16가길 2, 1층 (응암동)",서울특별시 은평구 응암동 348-7 1층,59.63,,일반조리판매
휴게음식점,맘스터치 은평구청점,"서울특별시 은평구 은평로 191-1, 1층 (녹번동)",서울특별시 은평구 녹번동 208 1층,87.52,,일반조리판매
휴게음식점,커피사피엔스 연신내역점,"서울특별시 은평구 통일로 855-8, 연신내진원와이타운 1층 101호 (갈현동)",서울특별시 은평구 갈현동 396-12 연신내진원와이타운 1층 101호,6.6,,일반조리판매
휴게음식점,오프더레코드(off the record),"서울특별시 은평구 증산로21가길 11, 1층 (신사동)",서울특별시 은평구 신사동 27-38 1층,26,,기타 휴게음식점
휴게음식점,역촌동 멸치국수,"서울특별시 은평구 역말로 24, 1층 (역촌동)",서울특별시 은평구 역촌동 59-20 1층,34.43,,일반조리판매
휴게음식점,카페 게이트 구산사거리점,"서울특별시 은평구 서오릉로 196, 구산빌딩 1층 11호 (갈현동)",서울특별시 은평구 갈현동 498-4 구산빌딩 1층 11호,48.51,,커피숍
휴게음식점,더카페 NC불광7층점,"서울특별시 은평구 불광로 20, NC백화점 7층 (대조동)",서울특별시 은평구 대조동 240 NC백화점,25.74,,일반조리판매
휴게음식점,츄러스1500,"서울특별시 은평구 갈현로29길 6, 1층 102호 (갈현동)",서울특별시 은평구 갈현동 450-22 1층 102호,28.6,,일반조리판매
휴게음식점,소스로,"서울특별시 은평구 연서로37길 51, 1층 (불광동)",서울특별시 은평구 불광동 92-2,15,,커피숍
휴게음식점,컴포즈커피 불광제일점,"서울특별시 은평구 불광로 28, 1층 19호 (대조동)",서울특별시 은평구 대조동 14-20,33,,커피숍
휴게음식점,다과헌,"서울특별시 은평구 통일로 883, 2층 (갈현동)",서울특별시 은평구 갈현동 394-2 2층,118.08,,커피숍
휴게음식점,와플대학 구파발역 캠퍼스,"서울특별시 은평구 진관2로 29-21, 드림스퀘어 1층 118호 (진관동)",서울특별시 은평구 진관동 72 드림스퀘어 1층 118호,41.65,,커피숍
휴게음식점,롯데 씨브이에스711(주) 은평푸르지오점,"서울특별시 은평구 연서로48길 12, 상가1층 103호 (진관동, 은평뉴타운 제각말)",서울특별시 은평구 진관동 154 은평뉴타운 제각말 상가103호,3.3,,편의점
휴게음식점,메가커피  불광역점,"서울특별시 은평구 통일로 745, 1층 (대조동)",서울특별시 은평구 대조동 5-9 1층,64.5,,일반조리판매
휴게음식점,세라젬 서울 은평뉴타운점,"서울특별시 은평구 진관2로 15-34, 1층 (진관동)",서울특별시 은평구 진관동 66-27,118.14,,커피숍
휴게음식점,옥스푸드,"서울특별시 은평구 응암로20길 20 (응암동, 뉴월드아파트)",서울특별시 은평구 응암동 402-42 뉴월드아파트,29.99,,일반조리판매
휴게음식점,메가엠지씨커피 독바위역점,"서울특별시 은평구 불광로 130-1, 윤송빌딩 1층 101, 102호 (불광동)",서울특별시 은평구 불광동 13-18 윤송빌딩,72.71,,커피숍
휴게음식점,서울은마꽈배기 구산점,"서울특별시 은평구 서오릉로 192, 1층 (갈현동)",서울특별시 은평구 갈현동 498-3 제영빌딩,51,,일반조리판매
휴게음식점,카페클라쓰(역촌점),"서울특별시 은평구 역말로7길 8, 1층 101호 (역촌동, 이지라이프)",서울특별시 은평구 역촌동 13-47 이지라이프 1층 101호,23.94,,일반조리판매
휴게음식점,먹꼬롱,"서울특별시 은평구 진흥로1길 48, 1층 102호 (역촌동)",서울특별시 은평구 역촌동 24-23,45,,커피숍
휴게음식점,신사커피,"서울특별시 은평구 증산로 391, 1층 (신사동)",서울특별시 은평구 신사동 337-4,45.6,,커피숍
휴게음식점,컴포즈커피 은평갈현점,"서울특별시 은평구 갈현로 249, 1층 (갈현동)",서울특별시 은평구 갈현동 450-25 1층,122,,커피숍
휴게음식점,샐러디 연신내점,"서울특별시 은평구 연서로 211-1, 1층 우측호 (갈현동)",서울특별시 은평구 갈현동 460-4,32,,일반조리판매
휴게음식점,치즈앤도우,"서울특별시 은평구 통일로 1050, 롯데몰 은평점 지하1층 (진관동)",서울특별시 은평구 진관동 63 롯데몰 은평점,29.09,02  -2097-2500,일반조리판매
휴게음식점,오늘도 떡볶이,"서울특별시 은평구 진흥로1길 24, 1층 (역촌동)",서울특별시 은평구 역촌동 40-9,26,,일반조리판매
휴게음식점,샐러디 녹번역점,"서울특별시 은평구 은평로 230, 나동 1층 끝호 (응암동)",서울특별시 은평구 응암동 61-5,28.97,,일반조리판매
휴게음식점,나모야C,"서울특별시 은평구 통일로 869, 서연빌딩 1층 일부호 (갈현동)",서울특별시 은평구 갈현동 395-5 서연빌딩,10.78,,커피숍
휴게음식점,메가엠지씨커피 녹번점,"서울특별시 은평구 은평로 217, 백산빌딩 1층 (녹번동)",서울특별시 은평구 녹번동 221-2 백산빌딩,66,,커피숍
휴게음식점,클로버커피,"서울특별시 은평구 수색로 260, 1층 (수색동)",서울특별시 은평구 수색동 109-1,19,,커피숍
휴게음식점,세븐일레븐 박석고개삼거리점,"서울특별시 은평구 갈현로 342, 1층 (갈현동)",서울특별시 은평구 갈현동 390-11 1층,33.66,02-351 -4256,편의점
휴게음식점,써브웨이 은평구청점,"서울특별시 은평구 은평로 200-1, 제가동 1층 101호 (응암동, 삼영빌딩)",서울특별시 은평구 응암동 76-2 삼영빌딩 101(동쪽)호,112,,패스트푸드
휴게음식점,씨유 녹번베라힐즈점,"서울특별시 은평구 통일로 630-1, 제지1층 제지하101-5호 (녹번동)",서울특별시 은평구 녹번동 283-2 제지1층 제지하1호,3.3,,편의점
휴게음식점,안녕고래,"서울특별시 은평구 연서로27길 26-4, 갈현주택 1층 좌측호 (갈현동)",서울특별시 은평구 갈현동 452-17 갈현주택,27.3,,기타 휴게음식점
휴게음식점,차진이,"서울특별시 은평구 불광로 67, 지층 (불광동)",서울특별시 은평구 불광동 242-34,60.84,,전통찻집
휴게음식점,이마트24은평갈현로점,"서울특별시 은평구 갈현로4길 5, 1층 (역촌동)",서울특별시 은평구 역촌동 79-48,8,,기타 휴게음식점
휴게음식점,The Wone's(원스),"서울특별시 은평구 불광로9길 2, 1층 좌측호 (불광동)",서울특별시 은평구 불광동 239-34,21.37,,커피숍
휴게음식점,이마트24 응암역점,"서울특별시 은평구 은평로3길 1, 1층 (신사동)",서울특별시 은평구 신사동 2-15,3,,기타 휴게음식점
휴게음식점,풍미김밥,"서울특별시 은평구 진관3로 77, 916동 1층 106호 (진관동, 은평뉴타운 구파발)",서울특별시 은평구 진관동 25 은평뉴타운 구파발,18.59,,기타 휴게음식점
휴게음식점,빨라쪼 연신내점,"서울특별시 은평구 연서로 268, 경인에버빌 102호 (불광동)",서울특별시 은평구 불광동 316-3,38.64,02  -795 -7930,기타 휴게음식점
휴게음식점,감성커피 은평응암점,"서울특별시 은평구 진흥로1길 11, 1층 104호 (역촌동, 미랜드아파트)",서울특별시 은평구 역촌동 39-1 미랜드아파트,34,,커피숍
휴게음식점,웅차,"서울특별시 은평구 갈현로1길 7-1, 1층 101호 (신사동, Houstory집이야기)",서울특별시 은평구 신사동 18-30 Houstory집이야기,27.3,,기타 휴게음식점
휴게음식점,SOM 푸드,"서울특별시 은평구 갈현로 318, 1층 (갈현동)",서울특별시 은평구 갈현동 419-27,25,,일반조리판매
휴게음식점,공차 은평응암점,"서울특별시 은평구 은평로 108, 1층 103호 (응암동, 메트로럭스주상복합APT)",서울특별시 은평구 응암동 110-9 메트로럭스주상복합APT,48.51,,기타 휴게음식점
휴게음식점,씨유 은평뉴타운2지구점,"서울특별시 은평구 진관2로 90, 319동 B115호 (진관동, 은평뉴타운 마고정)",서울특별시 은평구 진관동 107 은평뉴타운 마고정,3.3,,기타 휴게음식점
휴게음식점,컴포즈커피 은평신사점,"서울특별시 은평구 갈현로 11, 1층 (신사동)",서울특별시 은평구 신사동 17-1,49.5,,기타 휴게음식점
휴게음식점,팬토리케이크,"서울특별시 은평구 연서로18길 6, 1층 북쪽좌측호 (대조동)",서울특별시 은평구 대조동 225-13,15,,커피숍
휴게음식점,지에스25 갈현코어점,"서울특별시 은평구 갈현로 121, 현대빌딩 1층 (구산동)",서울특별시 은평구 구산동 26-7 현대빌딩,3.31,,기타 휴게음식점
휴게음식점,카페 나르치스,"서울특별시 은평구 갈현로11길 46, 상가동 1층 101호 (구산동, 경남 아너스빌)",서울특별시 은평구 구산동 224 경남 아너스빌,37.8,,커피숍
휴게음식점,열린,"서울특별시 은평구 서오릉로 119, 상가동 101호 (역촌동, 고도아파트)",서울특별시 은평구 역촌동 2-1 고도아파트,57.88,,커피숍
휴게음식점,요거프레소 녹번점,"서울특별시 은평구 진흥로 128-4, 101호 (녹번동, 명신주택)",서울특별시 은평구 녹번동 144-4 명신주택,64.28,,기타 휴게음식점
휴게음식점,버거킹 불광점,"서울특별시 은평구 통일로 750, 경일빌딩 1층 (불광동)",서울특별시 은평구 불광동 267-1,173.6,070 -7462-8633,패스트푸드
휴게음식점,미작,"서울특별시 은평구 응암로14길 7, 1층 105호 (응암동)",서울특별시 은평구 응암동 353-10,43.32,,커피숍
휴게음식점,달리는커피 구파발역점,"서울특별시 은평구 통일로 1034, 상가동 1층 139호 (진관동, 은평 스카이뷰 자이)",서울특별시 은평구 진관동 62 은평 스카이뷰 자이,27.97,,기타 휴게음식점
휴게음식점,카페게이트 불광점,"서울특별시 은평구 불광로 64, 지하4층 제110호 (불광동, 불광롯데캐슬)",서울특별시 은평구 불광동 645 불광롯데캐슬,37.8,,기타 휴게음식점
휴게음식점,씨유 녹번센트럴점,"서울특별시 은평구 은평로 240, 힐스테이트 녹번역 AB3동동 B3층 301,302호 (응암동)",서울특별시 은평구 응암동 1-12,3.3,,기타 휴게음식점
휴게음식점,cafe:gomgom(카페:곰곰),"서울특별시 은평구 연서로13길 29-6, 1층 101호 (구산동, BOMIN ASTRO)",서울특별시 은평구 구산동 16-13 BOMIN ASTRO,31.2,,기타 휴게음식점
휴게음식점,제로100PC 신사동점,"서울특별시 은평구 은평로 5, 2층 (신사동)",서울특별시 은평구 신사동 19-153,30,,기타 휴게음식점
휴게음식점,혼밥남녀 본점,"서울특별시 은평구 갈현로 217, 1층 (갈현동)",서울특별시 은평구 갈현동 505-3,33.05,,기타 휴게음식점
휴게음식점,집사의 케이크,"서울특별시 은평구 통일로85길 10-3, ZIUM VILL 1층 101호 (갈현동)",서울특별시 은평구 갈현동 407-5 ZIUM VILL,31.38,,기타 휴게음식점
휴게음식점,압구정 샌드위치,"서울특별시 은평구 통일로69길 9, 1층 3-53, 3-59호 (대조동)",서울특별시 은평구 대조동 3-51,19.15,,기타 휴게음식점
휴게음식점,CU은평녹번점,"서울특별시 은평구 은평로21길 8, 1층 (녹번동)",서울특별시 은평구 녹번동 43-8,30,,기타 휴게음식점
휴게음식점,디저트 하우스,"서울특별시 은평구 연서로27길 25, 대건빌딩 1층 (갈현동)",서울특별시 은평구 갈현동 110-11 대건빌딩,137.25,,기타 휴게음식점
휴게음식점,온설떡,"서울특별시 은평구 연서로13길 24, 1층 (구산동)",서울특별시 은평구 구산동 9-13,15,0-2388-9393,기타 휴게음식점
휴게음식점,마음의 정원,"서울특별시 은평구 진관길 34, 한문화체험관 1층 (진관동)",서울특별시 은평구 진관동 125-12 한문화체험관,190.58,,기타 휴게음식점
휴게음식점,포니 커피,"서울특별시 은평구 응암로14길 22, 1층 (응암동)",서울특별시 은평구 응암동 334-2,43.86,,기타 휴게음식점
휴게음식점,이마트24 구산타운,"서울특별시 은평구 갈현로 159, 1층 (구산동)",서울특별시 은평구 구산동 212-3,3,,편의점
휴게음식점,아비앙또,"서울특별시 은평구 백련산로 21, 1층 (응암동)",서울특별시 은평구 응암동 672-13,40.6,,기타 휴게음식점
휴게음식점,이마트24 역촌타운점,"서울특별시 은평구 연서로3길 8, 1층 (역촌동)",서울특별시 은평구 역촌동 66-44,50,0238-7966-1,기타 휴게음식점
휴게음식점,과일에 반하다 프루타 은평점,"서울특별시 은평구 역말로 52, 1층 가운데호 (역촌동)",서울특별시 은평구 역촌동 22-2,33,,기타 휴게음식점
휴게음식점,이마트24 신사효성점,"서울특별시 은평구 갈현로3길 21, 1층 (신사동)",서울특별시 은평구 신사동 14-29,3,,기타 휴게음식점
휴게음식점,제이뉴월,"서울특별시 은평구 서오릉로 129, 1층 (역촌동)",서울특별시 은평구 역촌동 1-10,33,,기타 휴게음식점
휴게음식점,씨유 연신내삼거리점,"서울특별시 은평구 연서로32길 19, 1층 (불광동)",서울특별시 은평구 불광동 328-1,3,,기타 휴게음식점
휴게음식점,해님꽃,"서울특별시 은평구 갈현로41길 19, 1층 (갈현동)",서울특별시 은평구 갈현동 294-20,9,,기타 휴게음식점
휴게음식점,호두야 단팥먹자,"서울특별시 은평구 통일로78길 11-11, 아이빌딩 1층 (불광동)",서울특별시 은평구 불광동 323-10 아이빌딩,26.38,,기타 휴게음식점
휴게음식점,지에스25 북한산로점,"서울특별시 은평구 북한산로 248, 대성마트 1층 일부호 (진관동)",서울특별시 은평구 진관동 323-7 대성마트,3.3,,기타 휴게음식점
휴게음식점,커피디지 구산2점,"서울특별시 은평구 갈현로11길 14, 제A동 제비104호 (구산동, 파크원)",서울특별시 은평구 구산동 177-83 파크원,49.2,,기타 휴게음식점
휴게음식점,미랑,"서울특별시 은평구 가좌로 244, 2층 (응암동)",서울특별시 은평구 응암동 584-37,60,,기타 휴게음식점
휴게음식점,용감한 왕만두,"서울특별시 은평구 서오릉로 210, 1층 102호 (갈현동)",서울특별시 은평구 갈현동 527-3,58.74,,기타 휴게음식점
휴게음식점,지에스25 은평상림점,"서울특별시 은평구 진관4로 47, 708동 상가 108호 (진관동, 은평뉴타운상림마을)",서울특별시 은평구 진관동 13 은평뉴타운상림마을,33,,편의점
휴게음식점,컴포즈커피 역촌점,"서울특별시 은평구 진흥로1길 29, 1층 (역촌동)",서울특별시 은평구 역촌동 34-1,60,,기타 휴게음식점
휴게음식점,시나브로,"서울특별시 은평구 은평로 37, 1층 (신사동)",서울특별시 은평구 신사동 4-7,66,,기타 휴게음식점
휴게음식점,책방 시나브로,"서울특별시 은평구 갈현로 122, 1층 (구산동)",서울특별시 은평구 구산동 24-31,13.5,,기타 휴게음식점
휴게음식점,메가엠지씨커피 은평역촌점,"서울특별시 은평구 갈현로 88, 1층 (역촌동)",서울특별시 은평구 역촌동 51-79,59.49,,기타 휴게음식점
휴게음식점,라이트풀,"서울특별시 은평구 갈현로11길 6, 103호 (역촌동)",서울특별시 은평구 역촌동 54-21,39.67,,기타 휴게음식점
휴게음식점,YCP COFFEE,"서울특별시 은평구 연서로26길 3-6, 1층 (대조동)",서울특별시 은평구 대조동 197-15,38.76,,커피숍
휴게음식점,비탈에선 커피,"서울특별시 은평구 백련산로 38, 상가3동 지하2층 123호 (응암동, 백련산 힐스테이트2차)",서울특별시 은평구 응암동 760 백련산 힐스테이트2차,37.84,,커피숍
휴게음식점,컴포즈 역촌중앙점,"서울특별시 은평구 서오릉로 86, 1층 101, 102, 103호 (대조동)",서울특별시 은평구 대조동 179-8,66,,기타 휴게음식점
휴게음식점,김종구 부산어묵,"서울특별시 은평구 진관2로 15-8, 웅신 미켈란의아침 1층 103호 (진관동)",서울특별시 은평구 진관동 73 웅신 미켈란의아침,52,,기타 휴게음식점
휴게음식점,슬아커피,"서울특별시 은평구 역말로9길 25, 1층 102 우측호 (대조동, 엘림아너스빌)",서울특별시 은평구 대조동 208-13 엘림아너스빌,31.32,,커피숍
휴게음식점,더 벤티,"서울특별시 은평구 통일로 1034, 제판매시설동 1층 106호 (진관동, 은평 스카이뷰 자이)",서울특별시 은평구 진관동 62 은평 스카이뷰 자이,44.5,,기타 휴게음식점
휴게음식점,제로100PC 은평구청점,"서울특별시 은평구 은평로 192, 지층 (응암동)",서울특별시 은평구 응암동 81-3,191.74,,기타 휴게음식점
휴게음식점,씨유 신사해링턴점,"서울특별시 은평구 가좌로 334, 지층 8호 (신사동, 응암역 효성해링턴플레이스)",서울특별시 은평구 신사동 372 응암역 효성해링턴플레이스,3.3,,기타 휴게음식점
휴게음식점,willow21,"서울특별시 은평구 연서로3길 7, 1층 (역촌동)",서울특별시 은평구 역촌동 83-5,30,,기타 휴게음식점
휴게음식점,진관동 쿠시카츠,"서울특별시 은평구 연서로 455, 536동 지하1층 102호 (진관동, 은평뉴타운 제각말)",서울특별시 은평구 진관동 92 은평뉴타운 제각말,38,,기타 휴게음식점
휴게음식점,지에스(GS25) 연신내으뜸점,"서울특별시 은평구 연서로28길 6, 1층 (대조동)",서울특별시 은평구 대조동 198-3,3.3,,기타 휴게음식점
휴게음식점,지에스25 갈현대성점,"서울특별시 은평구 갈현로33길 14-1, 1층 (갈현동)",서울특별시 은평구 갈현동 445-15,3.3,,편의점
휴게음식점,이연카페,"서울특별시 은평구 통일로71길 24-17, 1층 (대조동)",서울특별시 은평구 대조동 83-35,46.86,,기타 휴게음식점
휴게음식점,컴포즈커피은평역말사거리점,"서울특별시 은평구 역말로 40, 무궁화빌딩 1층 4호 (역촌동)",서울특별시 은평구 역촌동 62-3 무궁화빌딩,49.5,,기타 휴게음식점
휴게음식점,오소리커피,"서울특별시 은평구 연서로41가길 6, 1층 (불광동)",서울특별시 은평구 불광동 451-4,31.74,,기타 휴게음식점
휴게음식점,마카롱 마레,"서울특별시 은평구 백련산로 83, 1층 (응암동)",서울특별시 은평구 응암동 241-69,40.66,,기타 휴게음식점
휴게음식점,와커치킨,"서울특별시 은평구 응암로4길 33-1, 1층 (응암동)",서울특별시 은평구 응암동 602-3,18.12,0-2304-8850,기타 휴게음식점
휴게음식점,돈까스회관 역촌점,"서울특별시 은평구 진흥로1길 27, 1층 (역촌동)",서울특별시 은평구 역촌동 34-52,26.4,,기타 휴게음식점
휴게음식점,세븐일레븐 녹번현대점,"서울특별시 은평구 녹번로 47, 1층 (녹번동)",서울특별시 은평구 녹번동 95-18,3.3,,기타 휴게음식점
휴게음식점,예카테린,"서울특별시 은평구 진관1로 21-35, 어드벤스힐오피스텔 1층 116호 (진관동)",서울특별시 은평구 진관동 100-4 어드벤스힐오피스텔,13.4,,기타 휴게음식점
휴게음식점,파파베어커피,"서울특별시 은평구 증산로15길 30, 1층 (신사동)",서울특별시 은평구 신사동 342-20,23,,기타 휴게음식점
휴게음식점,컴포즈커피,"서울특별시 은평구 연서로 144, 1층 (대조동)",서울특별시 은평구 대조동 224-18,31,,기타 휴게음식점
휴게음식점,더벤티 응암오거리점,"서울특별시 은평구 가좌로 237, 1층 비호 (응암동)",서울특별시 은평구 응암동 589-37,23.1,02-3040-657,기타 휴게음식점
휴게음식점,크로플덕,"서울특별시 은평구 가좌로10길 23, 1층 (응암동)",서울특별시 은평구 응암동 581-5,17,,기타 휴게음식점
휴게음식점,이디야 새절역점,"서울특별시 은평구 가좌로 272, 1층 (신사동)",서울특별시 은평구 신사동 35-21,55,,기타 휴게음식점
휴게음식점,세븐일레븐 은평신사점,"서울특별시 은평구 증산로17길 31, 수성렉스빌 1층 (신사동)",서울특별시 은평구 신사동 343-42 수성렉스빌,48.84,,기타 휴게음식점
휴게음식점,꼬숩당,"서울특별시 은평구 역말로 62, 1층 102호 (역촌동, 금강블루)",서울특별시 은평구 역촌동 20-20 금강블루,26.13,,기타 휴게음식점
휴게음식점,이마트24 R역촌사거리점,"서울특별시 은평구 역말로 97, 1층 (역촌동)",서울특별시 은평구 역촌동 3-1,5,,편의점
휴게음식점,노랑 강정,"서울특별시 은평구 연서로 225, 1층 (갈현동)",서울특별시 은평구 갈현동 398-10,19.8,,기타 휴게음식점
휴게음식점,지에스25 갈현럭키점,"서울특별시 은평구 서오릉로 232, 2층 (갈현동)",서울특별시 은평구 갈현동 327-13,2.45,,편의점
휴게음식점,컴포즈 은평갈현연서점,"서울특별시 은평구 갈현로 208, 1층 (갈현동)",서울특별시 은평구 갈현동 495-22,39.6,,기타 휴게음식점
휴게음식점,컴포즈커피 은평응암오거리점,"서울특별시 은평구 가좌로 231, 1층 (응암동)",서울특별시 은평구 응암동 590-1,47.81,,커피숍
휴게음식점,버터슈가러브,"서울특별시 은평구 진흥로5길 17, 조일빌딩 1층 (역촌동)",서울특별시 은평구 역촌동 40-8 조일빌딩,24,,기타 휴게음식점
휴게음식점,GS25 응암폴리스,"서울특별시 은평구 은평로9길 9, 1층 (응암동, 대선빌딩)",서울특별시 은평구 응암동 89-17 대선빌딩,68,02-3532-428,편의점
휴게음식점,복호두 은평역촌점,"서울특별시 은평구 진흥로1길 28, 1층 109호 (역촌동, 아그네스 풍림아이원)",서울특별시 은평구 역촌동 31-6 아그네스 풍림아이원,61.38,,기타 휴게음식점
휴게음식점,epesso coffee,"서울특별시 은평구 수색로18길 5, 1층 (수색동)",서울특별시 은평구 수색동 361-3,115.13,,커피숍
휴게음식점,씨유 연신내 제일점,"서울특별시 은평구 연서로27길 6, 1층 (갈현동)",서울특별시 은평구 갈현동 456-4,10,,편의점
휴게음식점,세븐일레븐 신사숭실고점,"서울특별시 은평구 은평터널로7길 19, 1층 (신사동)",서울특별시 은평구 신사동 191-39,3.3,,편의점
휴게음식점,구파발 타코야끼,"서울특별시 은평구 진관3로 67, 909동 1층 103호 (진관동, 은평뉴타운 구파발)",서울특별시 은평구 진관동 22 은평뉴타운 구파발,23,,기타 휴게음식점
휴게음식점,브링,"서울특별시 은평구 통일로62길 7, 서울기록원 2층 (녹번동)",서울특별시 은평구 녹번동 7-1 서울기록원,15.59,,기타 휴게음식점
휴게음식점,커피폴,"서울특별시 은평구 연서로13길 23, 1층 (구산동)",서울특별시 은평구 구산동 17-11,64.98,,커피숍
휴게음식점,미니스톱 연신내역점,"서울특별시 은평구 연서로 246, 타워크리닉 1층 101호 (불광동)",서울특별시 은평구 불광동 308-10 타워크리닉,2,,기타 휴게음식점
휴게음식점,씨유 연신내본점,"서울특별시 은평구 연서로28길 11, 1층 (대조동)",서울특별시 은평구 대조동 185-25,3.3,,기타 휴게음식점
휴게음식점,엠비엠 기획 (나의북극곰),"서울특별시 은평구 백련산로 143, 1층 (응암동)",서울특별시 은평구 응암동 194-25,33,,기타 휴게음식점
휴게음식점,이마트24R 신사카페점,"서울특별시 은평구 갈현로3길 46-26, 1층 (신사동)",서울특별시 은평구 신사동 265-5,3,,편의점
휴게음식점,투썸플레이스 은평이마트점,"서울특별시 은평구 은평로 114, 1층 (응암동)",서울특별시 은평구 응암동 110-2,173.52,,커피숍
휴게음식점,앙꽃방,"서울특별시 은평구 녹번로9길 12-1, 1층 (녹번동)",서울특별시 은평구 녹번동 118-27,24.48,,떡카페
휴게음식점,홍루이젠 은평뉴타운점,"서울특별시 은평구 진관2로 77, 205동 B107호 (진관동, 은평뉴타운우물골)",서울특별시 은평구 진관동 83 은평뉴타운우물골,24,,기타 휴게음식점
휴게음식점,세븐일레븐 역촌이랜드점,"서울특별시 은평구 진흥로1길 11, 상가동 102호 (역촌동, 미랜드아파트)",서울특별시 은평구 역촌동 39-1 미랜드아파트,36.01,,기타 휴게음식점
휴게음식점,위트케이크,"서울특별시 은평구 연서로 162-1, 1층 (대조동)",서울특별시 은평구 대조동 223-12,33,,기타 휴게음식점
휴게음식점,코이나카페,"서울특별시 은평구 응암로20길 24, 한성교회교육관 1층 (응암동)",서울특별시 은평구 응암동 402-125 한성교회교육관,39.38,,커피숍
휴게음식점,세븐일레븐 은평헤센점,"서울특별시 은평구 통일로 1020, 은평뉴타운 신한 헤센스마트 제지2층 제엘101호 (진관동)",서울특별시 은평구 진관동 100-2 은평뉴타운 신한 헤센스마트,3.3,02-3284-8116,기타 휴게음식점
휴게음식점,폴스타 베이커스,"서울특별시 은평구 서오릉로 256, 1~3층 (갈현동)",서울특별시 은평구 갈현동 326-40,568.62,02-6941-0256,커피숍
휴게음식점,CU 불광힐스테이트점,"서울특별시 은평구 불광로 122-7, 1층 (불광동)",서울특별시 은평구 불광동 13-24,3.3,,편의점
휴게음식점,카페 프롬유니,"서울특별시 은평구 역말로 84-9, 1층 (역촌동)",서울특별시 은평구 역촌동 14-73,33,,기타 휴게음식점
휴게음식점,디스위켄드,"서울특별시 은평구 통일로69길 27, 홍복빌딩 1층 (대조동)",서울특별시 은평구 대조동 77-10 홍복빌딩,13.1,,커피숍
휴게음식점,이음,"서울특별시 은평구 진관3로 70, 상가1층 제113호 (진관동, 은평뉴타운상림마을)",서울특별시 은평구 진관동 20 은평뉴타운상림마을,30,,기타 휴게음식점
휴게음식점,메르시몽프레,"서울특별시 은평구 통일로 870, 지하3층 (불광동)",서울특별시 은평구 불광동 484-319,181.72,,기타 휴게음식점
휴게음식점,연언,"서울특별시 은평구 연서로34길 42, 지하1층 제비07호 (불광동, 북한산동호스카이)",서울특별시 은평구 불광동 644 북한산동호스카이,73.59,,기타 휴게음식점
휴게음식점,카페 꽃길,"서울특별시 은평구 연서로 72, 1층 103호 (역촌동)",서울특별시 은평구 역촌동 22-48,23.86,,기타 휴게음식점
휴게음식점,놀멘서가,"서울특별시 은평구 통일로 1050, 롯데몰 은평점 5층 (진관동)",서울특별시 은평구 진관동 63 롯데몰 은평점,68.42,02-6975-5500,기타 휴게음식점
휴게음식점,개네집 곳간,"서울특별시 은평구 연서로25길 18, 1층 (갈현동)",서울특별시 은평구 갈현동 483-15,45,,기타 휴게음식점
휴게음식점,순수식탁,"서울특별시 은평구 연서로 21, 1층 (역촌동)",서울특별시 은평구 역촌동 83-70,10,,기타 휴게음식점
휴게음식점,스마일찹쌀꽈배기,"서울특별시 은평구 증산로9길 5, 명산빌딩 1층 (증산동)",서울특별시 은평구 증산동 168-4 명산빌딩,32.2,,기타 휴게음식점
휴게음식점,샐러드카페,"서울특별시 은평구 응암로21길 8, 1층 (응암동)",서울특별시 은평구 응암동 124-20,16.5,,기타 휴게음식점
휴게음식점,낮에커피(naze coffee),"서울특별시 은평구 통일로 869, 서연빌딩 1층 (갈현동)",서울특별시 은평구 갈현동 395-5 서연빌딩,25,,커피숍
휴게음식점,갈마루 북까페,"서울특별시 은평구 연서로27길 31-6, 갈현2동주민센터 2층 (갈현동)",서울특별시 은평구 갈현동 502-3 갈현2동주민센터,30,,기타 휴게음식점
휴게음식점,숙이네 김밥,"서울특별시 은평구 연서로34길 2-1, 1층 (불광동)",서울특별시 은평구 불광동 354-6,16.9,,기타 휴게음식점
휴게음식점,세븐일레븐 은평세느강점,"서울특별시 은평구 진관3로 15-35, 1001동 제지상1층 제상가101호 (진관동, 은평뉴타운 구파발)",서울특별시 은평구 진관동 28 은평뉴타운 구파발,3.3,,편의점
휴게음식점,유브유부,"서울특별시 은평구 통일로 1050, 롯데몰 은평점 4층 (진관동)",서울특별시 은평구 진관동 63 롯데몰 은평점,20.51,02-6949-3333,기타 휴게음식점
휴게음식점,마가렛디저트연구소,"서울특별시 은평구 진관2로 111-7, 214동 지하1층 상가비113호 (진관동, 은평뉴타운우물골)",서울특별시 은평구 진관동 88 은평뉴타운우물골,23.1,,기타 휴게음식점
휴게음식점,스타벅스 진관DT점,"서울특별시 은평구 연서로 645, 스타벅스진관DT 1~2층 (진관동)",서울특별시 은평구 진관동 2-8 스타벅스진관DT,427.73,02-1522-3232,기타 휴게음식점
휴게음식점,수북강녕,"서울특별시 은평구 진관길 4, 1층 (진관동)",서울특별시 은평구 진관동 198-1,115.49,,기타 휴게음식점
휴게음식점,운율커피,"서울특별시 은평구 연서로9길 8, 제에이동 1층 101호 (구산동, 금성한우리)",서울특별시 은평구 구산동 22-34 금성한우리,47.56,,커피숍
휴게음식점,스타벅스 수색점,"서울특별시 은평구 수색로 216, 1층 101,102,103,104,105,106호 (수색동)",서울특별시 은평구 수색동 30-2,234.11,,커피숍
